MultiPolygon(((-72.2968029309999 4.5188777,-71.308567906 4.51451464400003,-71.3130287769999 3.52324093900006,-72.300073771 3.52664332400008,-72.2968029309999 4.5188777))),18NZK
MultiPolygon(((-68.064073547 -16.2787634969999,-67.036748297 -16.271726106,-67.026539008 -17.2637018899999,-68.05920358 -17.271193674,-68.064073547 -16.2787634969999))),19KFB
MultiPolygon(((-67.12879199 -16.272560002,-66.102074988 -16.2609914519999,-66.08701923 -17.252274185,-67.119060643 -17.2645896289999,-67.12879199 -16.272560002))),19KGB
MultiPolygon(((-66.180254987 -17.164746696,-65.149630009 -17.1477141739999,-65.128504243 -18.137927936,-66.164762125 -18.1560086929999,-66.180254987 -17.164746696))),19KHA
MultiPolygon(((-66.193490056 -16.262223406,-65.1676774759999 -16.2461358959999,-65.1477928209999 -17.236459657,-66.1789076749999 -17.253585673,-66.193490056 -16.262223406))),19KHB
MultiPolygon(((-71.761858732 -12.6496791989999,-70.751513454 -12.65824415,-70.758575252 -13.6506538269999,-71.7729836939999 -13.6413932209999,-71.761858732 -12.6496791989999))),19LBF
MultiPolygon(((-71.7525131049999 -11.7462261769999,-70.745581186 -11.754161922,-70.75211898 -12.7466423349999,-71.7628126669999 -12.7380156359999,-71.7525131049999 -11.7462261769999))),19LBG
MultiPolygon(((-71.743911547 -10.8432513729999,-70.740121275 -10.850562209,-70.746143874 -11.8431085509999,-71.753399561 -11.8351110839999,-71.743911547 -10.8432513729999))),19LBH
MultiPolygon(((-71.736032655 -9.93967551599997,-70.7351201239999 -9.94636465799994,-70.740634987 -10.938972141,-71.7447208519999 -10.9316003279999,-71.736032655 -9.93967551599997))),19LBJ
MultiPolygon(((-71.728871742 -9.03604536299997,-70.7305747469999 -9.04211607599996,-70.735588937 -10.0347798189999,-71.736771232 -10.028030037,-71.728871742 -9.03604536299997))),19LBK
MultiPolygon(((-71.7224233709999 -8.13290784,-70.726481682 -8.13836344,-70.7310018759999 -9.13107848199996,-71.729544655 -9.12494706299998,-71.7224233709999 -8.13290784))),19LBL
MultiPolygon(((-70.848272303 -13.5616096529999,-69.833693029 -13.5670592139999,-69.837296744 -14.5597589129999,-70.856257188 -14.553894175,-70.848272303 -13.5616096529999))),19LCE
MultiPolygon(((-70.841534144 -12.657636587,-69.830652002 -12.6627108329999,-69.834002675 -13.6554833189999,-70.8489584 -13.649996915,-70.841534144 -12.657636587))),19LCF
MultiPolygon(((-70.8352973889999 -11.753598993,-69.827837283 -11.7583004539999,-69.830939311 -12.751141221,-70.84217075 -12.746030391,-70.8352973889999 -11.753598993))),19LCG
MultiPolygon(((-70.8295572329999 -10.8500436099999,-69.8252466979999 -10.854374837,-69.828104265 -11.847279273,-70.835888959 -11.842541244,-70.8295572329999 -10.8500436099999))),19LCH
MultiPolygon(((-70.82429938 -9.94589016,-69.822873793 -9.94985305899996,-69.82549044 -10.9428165689999,-70.830097312 -10.938449216,-70.82429938 -9.94589016))),19LCJ
MultiPolygon(((-70.819520693 -9.04168544699996,-69.820717148 -9.04528195699993,-69.823096231 -10.0382998449999,-70.824792256 -10.0343010189999,-70.819520693 -9.04168544699996))),19LCK
MultiPolygon(((-70.815217533 -8.13797644499994,-69.818775119 -8.14120853299994,-69.820919808 -9.13427602199994,-70.819969746 -9.13064354699998,-70.815217533 -8.13797644499994))),19LCL
MultiPolygon(((-69.9282591859999 -14.47045659,-68.909433936 -14.472270201,-68.909016045 -15.4649983629999,-69.932541622 -15.463054523,-69.9282591859999 -14.47045659))),19LDD
MultiPolygon(((-69.924633394 -13.566738959,-68.909787749 -13.568434979,-68.9093977429999 -14.561239493,-69.9286300759999 -14.5594142579999,-69.924633394 -13.566738959))),19LDE
MultiPolygon(((-69.921260757 -12.662412634,-68.910116858 -12.6639918449999,-68.9097542379999 -13.6568683839999,-69.924976805 -13.655160898,-69.921260757 -12.662412634))),19LDF
MultiPolygon(((-69.918139104 -11.758024163,-68.910421475 -11.7594873529999,-68.910085764 -12.7524314679999,-69.921579395 -12.750840872,-69.918139104 -11.758024163))),19LDG
MultiPolygon(((-69.915266026 -10.8541203029999,-68.9107018349999 -10.8554682669999,-68.9103925809999 -11.8484754039999,-69.918435199 -11.847000833,-69.915266026 -10.8541203029999))),19LDH
MultiPolygon(((-69.912634364 -9.94962017199998,-68.910958637 -9.95085350299996,-68.910675456 -10.94391912,-69.9155363469999 -10.942559913,-69.912634364 -9.94962017199998))),19LDJ
MultiPolygon(((-69.910242543 -9.04507060199995,-68.911192034 -9.04618990399996,-68.9109345639999 -10.039309359,-69.912881058 -10.0380648459999,-69.910242543 -9.04507060199995))),19LDK
MultiPolygon(((-69.908088741 -8.14101859299996,-68.9114022049999 -8.14202447899993,-68.911170102 -9.13519304799996,-69.910467302 -9.13406255199993,-69.908088741 -8.14101859299996))),19LDL
MultiPolygon(((-69.0001863639999 -15.376597132,-67.977107788 -15.3742480729999,-67.9720885949999 -16.3667371519999,-69.0001872779999 -16.36924586,-69.0001863639999 -15.376597132))),19LEC
MultiPolygon(((-69.000185586 -14.472287631,-67.981374242 -14.4700827369999,-67.976675077 -15.462653825,-69.000186443 -15.465017044,-69.000185586 -14.472287631))),19LED
MultiPolygon(((-69.000184861 -13.5684512779999,-67.985352865 -13.5663893459999,-67.980967259 -14.559038008,-69.0001856599999 -14.5612570349999,-69.000184861 -13.5684512779999))),19LEE
MultiPolygon(((-69.0001841869999 -12.664007022,-67.9890537 -12.662087099,-67.984976036 -13.6548089209999,-69.0001849299999 -13.656884794,-69.0001841869999 -12.664007022))),19LEF
MultiPolygon(((-69.000183563 -11.7595014149999,-67.9924791289999 -11.7577225439999,-67.988704054 -12.7505129899999,-69.000184251 -12.7524467549999,-69.000183563 -11.7595014149999))),19LEG
MultiPolygon(((-69.0001829879999 -10.855481222,-67.995631794 -10.853842437,-67.99215422 -11.846696868,-69.000183622 -11.848489576,-69.0001829879999 -10.855481222))),19LEH
MultiPolygon(((-69.0001824619999 -9.95086535599995,-67.9985195519999 -9.94936593599994,-67.995335167 -10.9422797289999,-69.0001830419999 -10.943932183,-69.0001824619999 -9.95086535599995))),19LEJ
MultiPolygon(((-69.0001819839999 -9.04620066099994,-68.001144129 -9.04483987099997,-67.998248851 -10.0378083049999,-69.0001825109999 -10.039321319,-69.0001819839999 -9.04620066099994))),19LEK
MultiPolygon(((-69.0001815529999 -8.14203414599996,-68.003507526 -8.14081124199993,-68.000897498 -9.13382951399996,-69.000182029 -9.13520391199995,-69.0001815529999 -8.14203414599996))),19LEL
MultiPolygon(((-68.06822539 -15.3746479289999,-67.045452204 -15.368020638,-67.0358669459999 -16.360086501,-68.0636531329999 -16.3671641829999,-68.06822539 -15.3746479289999))),19LFC
MultiPolygon(((-68.072111935 -14.4704580539999,-67.053600003 -14.4642374749999,-67.0446258439999 -15.456388854,-68.0678312109999 -15.4630560919999,-68.072111935 -14.4704580539999))),19LFD
MultiPolygon(((-68.075736278 -13.566740328,-67.061198174 -13.560923068,-67.052822772 -14.553155283,-68.0717411919999 -14.5594157309999,-68.075736278 -13.566740328))),19LFE
MultiPolygon(((-68.0791075669999 -12.662413909,-67.068265883 -12.656997286,-67.060478522 -13.649305688,-68.075393003 -13.6551622759999,-68.0791075669999 -12.662413909))),19LFF
MultiPolygon(((-68.0822279719999 -11.758025344,-67.0748076689999 -11.7530066579999,-67.067598141 -12.745386481,-68.078789055 -12.7508421549999,-68.0822279719999 -11.758025344))),19LFG
MultiPolygon(((-68.085099902 -10.854121391,-67.080828574 -10.84949792,-67.0741871669999 -11.8419443019999,-68.0819319949999 -11.847002023,-68.085099902 -10.854121391))),19LFH
MultiPolygon(((-68.087730512 -9.94962116699998,-67.086343588 -9.94539087499993,-67.080262079 -10.9378989749999,-68.0848296889999 -10.94256101,-68.087730512 -9.94962116699998))),19LFJ
MultiPolygon(((-68.0901213769999 -9.04507150499995,-67.091356005 -9.04123232299997,-67.085826606 -10.033797208,-68.087483917 -10.0380658509999,-68.0901213769999 -9.04507150499995))),19LFK
MultiPolygon(((-68.092274318 -8.14101940499995,-67.095869637 -8.13756923399995,-67.090884988 -9.13018589099994,-68.089896707 -9.13406346499994,-68.092274318 -8.14101940499995))),19LFL
MultiPolygon(((-67.137088419 -15.3688059409999,-66.114910911 -15.357911491,-66.10077524 -16.349290394,-67.127951899 -16.360925172,-67.137088419 -15.3688059409999))),19LGC
MultiPolygon(((-67.1448547689999 -14.4649745859999,-66.126926869 -14.454748676,-66.113692246 -15.4462187789999,-67.136300746 -15.457178891,-67.1448547689999 -14.4649745859999))),19LGD
MultiPolygon(((-67.152097215 -13.561612388,-66.138132384 -13.5520494479999,-66.1257806419999 -14.543605672,-67.1441139249999 -14.553897118,-67.152097215 -13.561612388))),19LGE
MultiPolygon(((-67.1588340289999 -12.657639134,-66.148555701 -12.6487347639999,-66.137071063 -13.640372081,-67.151411256 -13.649999669,-67.1588340289999 -12.657639134))),19LGF
MultiPolygon(((-67.1650695389999 -11.753601353,-66.158203488 -11.7453511209999,-66.147570924 -12.737064393,-67.15819755 -12.746032956,-67.1650695389999 -11.753601353))),19LGG
MultiPolygon(((-67.170808549 -10.850045784,-66.167083159 -10.842445222,-66.1572883709999 -11.834229222,-67.164478088 -11.8425436219999,-67.170808549 -10.850045784))),19LGH
MultiPolygon(((-67.176065352 -9.94589214899997,-66.1752168039999 -9.93893791599993,-66.166247686 -10.9307874539999,-67.1702685779999 -10.9384514079999,-67.176065352 -9.94589214899997))),19LGJ
MultiPolygon(((-67.1808430849999 -9.04168725199997,-66.182609262 -9.03537595499995,-66.1744543459999 -10.027285751,-67.1755725739999 -10.034303026,-67.1808430849999 -9.04168725199997))),19LGK
MultiPolygon(((-67.185145386 -8.13797806699995,-66.1892661429999 -8.13230625899996,-66.18191459 -9.12427096199997,-67.1803941219999 -9.13064537,-67.185145386 -8.13797806699995))),19LGL
MultiPolygon(((-66.205922379 -15.359071663,-65.1846306319999 -15.343921467,-65.165960839 -16.3343498049999,-66.192231175 -16.350529401,-66.205922379 -15.359071663))),19LHC
MultiPolygon(((-66.217560502 -14.455837657,-65.20050107 -14.441617063,-65.183021057 -15.4321444449999,-66.2047420329999 -15.447385943,-66.217560502 -14.455837657))),19LHD
MultiPolygon(((-66.228413654 -13.55306783,-65.2153013189999 -13.53976911,-65.1989871449999 -14.5303899099999,-66.2164503179999 -14.5447016319999,-66.228413654 -13.55306783))),19LHE
MultiPolygon(((-66.2385091909999 -12.6496830159999,-65.2290686329999 -12.6373000689999,-65.213899515 -13.6280087339999,-66.227385706 -13.641397347,-66.2385091909999 -12.6496830159999))),19LHF
MultiPolygon(((-66.2478535769999 -11.7462297129999,-65.241811779 -11.73475639,-65.227767913 -12.725547268,-66.237555383 -12.7380194799999,-66.2478535769999 -11.7462297129999))),19LHG
MultiPolygon(((-66.256453993 -10.843254631,-65.2535405089999 -10.832684732,-65.240603052 -11.823552094,-66.246967238 -11.8351146479999,-66.256453993 -10.843254631))),19LHH
MultiPolygon(((-66.264331837 -9.93967849699993,-65.264283969 -9.93000738899997,-65.2524369669999 -10.92094556,-66.255644795 -10.9316036129999,-66.264331837 -9.93967849699993))),19LHJ
MultiPolygon(((-66.2714918 -9.03604806799996,-65.274048517 -9.02727104199994,-65.263276859 -10.018274268,-66.263593359 -10.0280330439999,-66.2714918 -9.03604806799996))),19LHK
MultiPolygon(((-66.277939314 -8.13291027099996,-65.2828415349999 -8.12502254499998,-65.273130935 -9.11608500599993,-66.270818976 -9.12494979499996,-66.277939314 -8.13291027099996))),19LHL
MultiPolygon(((-71.71667166 -7.22918359399995,-70.72283084 -7.23402634599995,-70.726862457 -8.22678774199994,-71.723023261 -8.22127208099994,-71.71667166 -7.22918359399995))),19MBM
MultiPolygon(((-71.7116134669999 -6.32541959,-70.719620218 -6.32965182199996,-70.7231683329999 -7.32245455399993,-71.717203365 -7.31755198499997,-71.7116134669999 -6.32541959))),19MBN
MultiPolygon(((-71.7072448879999 -5.42216291499994,-70.716847333 -5.42578701899993,-70.7199166739999 -6.41862601099996,-71.71208052 -6.41433381099995,-71.7072448879999 -5.42216291499994))),19MBP
MultiPolygon(((-71.703555238 -4.51833415799996,-70.714505397 -4.52135149799994,-70.717099503 -5.51422168799996,-71.707642172 -5.51053816599995,-71.703555238 -4.51833415799996))),19MBQ
MultiPolygon(((-71.700542771 -3.61448043499996,-70.712593296 -3.61689244799993,-70.71471539 -4.60978871799995,-71.7038860759999 -4.60671211599993,-71.700542771 -3.61448043499996))),19MBR
MultiPolygon(((-71.698204962 -2.7111489399999,-70.711109424 -2.71295713199993,-70.712762416 -3.70587433399993,-71.700809216 -3.70340282499996,-71.698204962 -2.7111489399999))),19MBS
MultiPolygon(((-71.69653612 -1.80726022499994,-70.710050166 -1.80846509099996,-70.711235817 -2.80139808199993,-71.698404092 -2.79953085499994,-71.69653612 -1.80726022499994))),19MBT
MultiPolygon(((-71.6955357959999 -0.903361497999924,-70.7094152349999 -0.90396360799997,-70.710135007 -1.89690721599993,-71.696669786 -1.89564338699995,-71.6955357959999 -0.903361497999924))),19MBU
MultiPolygon(((-71.6952027569999 0.0,-70.709203847 0.0,-70.7094589069999 -0.992949042999953,-71.6956046 -0.99228765099997,-71.6952027569999 0.0))),19MBV
MultiPolygon(((-70.811379292 -7.23368282399997,-69.8170429159999 -7.23655183299996,-69.818955785 -8.22966415699995,-70.8156178529999 -8.22639648599994,-70.811379292 -7.23368282399997))),19MCM
MultiPolygon(((-70.8080038689999 -6.32935160799997,-69.815519587 -6.3318589199999,-69.817203045 -7.32501123599997,-70.811734109 -7.32210678799993,-70.8080038689999 -6.32935160799997))),19MCN
MultiPolygon(((-70.805088649 -5.42552994299996,-69.814203952 -5.42767697699998,-69.815660244 -6.42086438299998,-70.808315541 -6.41832154299993,-70.805088649 -5.42552994299996))),19MCP
MultiPolygon(((-70.802626499 -4.52113746299995,-69.8130927889999 -4.52292502899996,-69.8143235969999 -5.51614263199997,-70.805353763 -5.51396039599996,-70.802626499 -4.52113746299995))),19MCQ
MultiPolygon(((-70.8006162469999 -3.61672135199996,-69.812185569 -3.61815030099996,-69.813192423 -4.61139315399993,-70.802847271 -4.6095704799999,-70.8006162469999 -3.61672135199996))),19MCR
MultiPolygon(((-70.799056206 -2.71282886799997,-69.8114815279999 -2.71390009499993,-69.81226581 -3.70716321499998,-70.8007940489999 -3.70569901799996,-70.799056206 -2.71282886799997))),19MCS
MultiPolygon(((-70.797942575 -1.80837962399994,-69.810978951 -1.80909342199993,-69.811541497 -2.80237183099996,-70.7991890869999 -2.8012656299999,-70.797942575 -1.80837962399994))),19MCT
MultiPolygon(((-70.797275051 -0.903920896999978,-69.810677701 -0.904277604999947,-69.811019205 -1.89756629699997,-70.798031771 -1.89681756699997,-70.797275051 -0.903920896999978))),19MCU
MultiPolygon(((-70.7970528119999 0.0,-69.8105774059999 0.0,-69.810698421 -0.993293954999956,-70.7973209639999 -0.992902126999979,-70.7970528119999 0.0))),19MCV
MultiPolygon(((-69.906167645 -7.23638323099993,-68.911589668 -7.23727611899994,-68.911382653 -8.23048908599998,-69.908289108 -8.22947212599996,-69.906167645 -7.23638323099993))),19MDM
MultiPolygon(((-69.904478201 -6.33171157299995,-68.911754526 -6.33249189399993,-68.911572338 -7.32574446799993,-69.9063452359999 -7.32484055099997,-69.904478201 -6.33171157299995))),19MDN
MultiPolygon(((-69.9030190989999 -5.42755080299997,-68.911896907 -5.42821899799998,-68.911739304 -6.42150632599993,-69.904634197 -6.42071494899994,-69.9030190989999 -5.42755080299997))),19MDP
MultiPolygon(((-69.901786767 -4.52281998,-68.912017159 -4.52337630199997,-68.911883958 -5.5166935399999,-69.903151792 -5.51601438899996,-69.901786767 -4.52281998))),19MDQ
MultiPolygon(((-69.900780616 -3.61806632699995,-68.91211534 -3.61851104099998,-68.912006376 -4.6118532899999,-69.9018972649999 -4.61128604099997,-69.900780616 -3.61806632699995))),19MDR
MultiPolygon(((-69.899999801 -2.71383714299998,-68.9121915329999 -2.71417052699996,-68.9121066559999 -3.70753285299998,-69.9008696069999 -3.70707716899994,-69.899999801 -2.71383714299998))),19MDS
MultiPolygon(((-69.899442419 -1.80905147399994,-68.9122459229999 -1.8092736199999,-68.912185043 -2.80265109199996,-69.900066309 -2.80230682299998,-69.899442419 -1.80905147399994))),19MDT
MultiPolygon(((-69.8991083179999 -0.90425664299994,-68.912278524 -0.904367655999977,-68.912241566 -1.89775531399994,-69.8994870619999 -1.89752229599998,-69.8991083179999 -0.90425664299994))),19MDU
MultiPolygon(((-69.898997086 0.0,-68.912289379 0.0,-68.9122762819999 -0.993392871999959,-69.899131298 -0.993270928999948,-69.898997086 0.0))),19MDV
MultiPolygon(((-69.000181169 -7.2372847,-68.005615571 -7.23619917199994,-68.00328766 -8.22926249199998,-69.000181593 -8.23049886,-69.000181169 -7.2372847))),19MEM
MultiPolygon(((-69.000180831 -6.33249939399997,-68.007469422 -6.33155071899995,-68.005420698 -7.32465421899997,-69.0001812039999 -7.32575315499997,-69.000180831 -6.33249939399997))),19MEN
MultiPolygon(((-69.000180539 -5.4282254199999,-68.009070516 -5.42741306199997,-68.007298245 -6.42055181599994,-69.000180862 -6.42151393199993,-69.000180539 -5.4282254199999))),19MEP
MultiPolygon(((-69.000180293 -4.52338164799994,-68.010422772 -4.5227053,-68.00892491 -5.51587439,-69.000180566 -5.51670006699993,-69.000180293 -4.52338164799994))),19MEQ
MultiPolygon(((-69.0001800919999 -3.61851531499997,-68.011526836 -3.61797465399997,-68.01030152 -4.6111691099999,-69.000180315 -4.61185874099993,-69.0001800919999 -3.61851531499997))),19MER
MultiPolygon(((-69.0001799359999 -2.71417373099996,-68.012383636 -2.71376841899996,-68.0114291849999 -3.70698323499994,-69.000180109 -3.70753723199994,-69.0001799359999 -2.71417373099996))),19MES
MultiPolygon(((-69.000179824 -1.80927575499993,-68.01299526 -1.80900568099997,-68.012310656 -2.80223585599992,-69.000179949 -2.80265440099993,-69.000179824 -1.80927575499993))),19MET
MultiPolygon(((-69.000179757 -0.904368722999948,-68.0133618739999 -0.904233757999975,-68.012946272 -1.89747426299994,-69.0001798329999 -1.89775755399995,-69.000179757 -0.904368722999948))),19MEU
MultiPolygon(((-69.000179735 0.0,-68.0134839309999 0.0,-68.013336658 -0.993245791999925,-69.000179762 -0.993394043999956,-69.000179735 0.0))),19MEV
MultiPolygon(((-68.0941946459999 -7.23638395099994,-67.099895612 -7.23332135699997,-67.095449736 -8.22598479199996,-68.092074031 -8.22947294699998,-68.0941946459999 -7.23638395099994))),19MFM
MultiPolygon(((-68.0958834149999 -6.33171220299994,-67.103436135 -6.32903571099996,-67.099523441 -7.32174085699995,-68.094017126 -7.3248412799999,-68.0958834149999 -6.33171220299994))),19MFN
MultiPolygon(((-68.097341934 -5.42755134199996,-67.106493945 -5.42525943699997,-67.103109218 -6.41800117,-68.095727481 -6.42071558699996,-68.097341934 -5.42755134199996))),19MFP
MultiPolygon(((-68.098573774 -4.52282042899998,-67.109076526 -4.52091224699996,-67.106215864 -5.51368545599996,-68.097209294 -5.51601493699997,-68.098573774 -4.52282042899998))),19MFQ
MultiPolygon(((-68.0995795219999 -3.61806668599996,-67.1111851049999 -3.61654131799997,-67.1088449549999 -4.60934084,-68.098463319 -4.61128649899996,-68.0995795219999 -3.61806668599996))),19MFR
MultiPolygon(((-68.100360025 -2.71383741199998,-67.112821453 -2.71269390299994,-67.1109986069999 -3.70551454299994,-68.099490567 -3.70707753699998,-68.100360025 -2.71383741199998))),19MFS
MultiPolygon(((-68.100917184 -1.80905165299993,-67.1139895549999 -1.80828969199996,-67.112682072 -2.80112625899994,-68.100293544 -2.80230710099994,-68.100917184 -1.80905165299993))),19MFT
MultiPolygon(((-68.101251152 -0.904256731999965,-67.11468973 -0.903875955999979,-67.113895997 -1.89672323399998,-68.100872559 -1.89752248399998,-68.101251152 -0.904256731999965))),19MFU
MultiPolygon(((-68.10136234 0.0,-67.11492284 0.0,-67.1146415709999 -0.992852760999938,-68.101228181 -0.993271026999935,-68.10136234 0.0))),19MFV
MultiPolygon(((-67.18898286 -7.23368426399998,-66.195203841 -7.22864959,-66.1886468549999 -8.22066387699994,-67.184745146 -8.22639812599994,-67.18898286 -7.23368426399998))),19MGM
MultiPolygon(((-67.19235761 -6.32935286599997,-66.200425599 -6.32495290599996,-66.194654944 -7.31701138499994,-67.188628114 -7.32210824599997,-67.19235761 -6.32935286599997))),19MGN
MultiPolygon(((-67.1952722469999 -5.4255310199999,-66.204935446 -5.42176328799997,-66.1999434429999 -6.41386051499995,-67.192046 -6.41832282,-67.1952722469999 -5.4255310199999))),19MGP
MultiPolygon(((-67.1977339059999 -4.52113836099994,-66.20874441 -4.51800143899993,-66.204525314 -5.51013198699997,-67.195007187 -5.51396149199996,-67.1977339059999 -4.52113836099994))),19MGQ
MultiPolygon(((-67.199743756 -3.61672206899993,-66.211854294 -3.61421446499998,-66.208402873 -4.60637286199994,-67.197513178 -4.60957139399994,-67.199743756 -3.61672206899993))),19MGR
MultiPolygon(((-67.201303486 -2.71282940599997,-66.214267704 -2.71094955199993,-66.211579233 -3.70313029399995,-67.1995659899999 -3.70569975299998,-67.201303486 -2.71282940599997))),19MGS
MultiPolygon(((-67.2024168949999 -1.80837998199996,-66.215990513 -1.80712736499993,-66.214062134 -2.79932495699995,-67.201170631 -2.80126618499997,-67.2024168949999 -1.80837998199996))),19MGT
MultiPolygon(((-67.203084285 -0.90392107699995,-66.2170231869999 -0.903295103999938,-66.2158525259999 -1.89550402499998,-67.2023277169999 -1.89681794299997,-67.203084285 -0.90392107699995))),19MGU
MultiPolygon(((-67.20330648 0.0,-66.217366996 0.0,-66.216952158 -0.992214719999936,-67.2030383809999 -0.992902323999942,-67.20330648 0.0))),19MGV
MultiPolygon(((-66.2836902609999 -7.22918575199998,-65.2906846549999 -7.22218406,-65.2820235199999 -8.21329997899994,-66.2773395039999 -8.22127453799993,-66.2836902609999 -7.22918575199998))),19MHM
MultiPolygon(((-66.288747782 -6.32542147499993,-65.2975821369999 -6.31930246,-65.289959613 -7.31046599599995,-66.283158627 -7.31755416899995,-66.288747782 -6.32542147499993))),19MHN
MultiPolygon(((-66.293115782 -5.42216452899993,-65.303539284 -5.41692474,-65.296945249 -6.40813000599996,-66.288280791 -6.41433572299997,-66.293115782 -5.42216452899993))),19MHP
MultiPolygon(((-66.2968049409999 -4.51833550299995,-65.308570646 -4.51397297299997,-65.302997531 -5.50521411099993,-66.29271855 -5.51053980699993,-66.2968049409999 -4.51833550299995))),19MHQ
MultiPolygon(((-66.2998170079999 -3.61448151,-65.312678595 -3.61099416899998,-65.308119501 -4.60226527699996,-66.296474147 -4.60671348699998,-66.2998170079999 -3.61448151))),19MHR
MultiPolygon(((-66.302154506 -2.71114974599993,-65.315866558 -2.70853541799994,-65.312315256 -3.69983056399997,-66.2995505979999 -3.70340392599996,-66.302154506 -2.71114974599993))),19MHS
MultiPolygon(((-66.3038231259999 -1.80726076199994,-65.3181422869999 -1.80551873599995,-65.3155950129999 -2.79683200499994,-66.301955403 -2.79953168699996,-66.3038231259999 -1.80726076199994))),19MHT
MultiPolygon(((-66.3048233179999 -0.903361766999978,-65.3195063909999 -0.902491219999945,-65.3179600139999 -1.89381667299995,-66.303689479 -1.89564395,-66.3048233179999 -0.903361766999978))),19MHU
MultiPolygon(((-66.3051563129999 0.0,-65.319960543 0.0,-65.319412566 -0.991331687999946,-66.304754523 -0.992287945999976,-66.3051563129999 0.0))),19MHV
MultiPolygon(((-71.695536195 0.903903731000071,-70.709415489 0.90450620200005,-70.7092058699999 -0.088443093999956,-71.6952059449999 -0.088384188999953,-71.695536195 0.903903731000071))),19NBA
MultiPolygon(((-71.696536921 1.80780245300002,-70.7100506749999 1.80900768100003,-70.7093761199999 0.816063316000054,-71.6954741709999 0.815519763000054,-71.696536921 1.80780245300002))),19NBB
MultiPolygon(((-71.698204962 2.71114894,-70.711109424 2.71295713200004,-70.7099693819999 1.72002287400005,-71.6964088459999 1.71887696700003,-71.698204962 2.71114894))),19NBC
MultiPolygon(((-71.700544376 3.61502264600006,-70.7125943149999 3.61743502100006,-70.7109871 2.62451604700004,-71.6980122429999 2.62276688100008,-71.700544376 3.61502264600006))),19NBD
MultiPolygon(((-71.703557248 4.51887635500003,-70.714506673 4.52189405900003,-70.7124303 3.52899552700006,-71.7002859739999 3.52664227500003,-71.703557248 4.51887635500003))),19NBE
MultiPolygon(((-70.7972753179999 0.904463466000038,-69.8106778219999 0.904820388000076,-69.810578366 -0.08847381299995,-70.79705494 -0.088438915999973,-70.7972753179999 0.904463466000038))),19NCA
MultiPolygon(((-70.797943109 1.80892218800005,-69.8109791919999 1.8096362,-69.810659143 0.816346776000046,-70.797233929 0.816024760000062,-70.797943109 1.80892218800005))),19NCB
MultiPolygon(((-70.799056206 2.71282886800003,-69.8114815279999 2.71390009500004,-69.810940622 1.72062045900003,-70.797857644 1.71994159,-70.799056206 2.71282886800003))),19NCC
MultiPolygon(((-70.800617318 3.61726389900002,-69.812186052 3.61869306300002,-69.81142349 2.62542822800003,-70.798927603 2.62439197,-70.800617318 3.61726389900002))),19NCD
MultiPolygon(((-70.80262784 4.52167999800002,-69.813093394 4.52346777900004,-69.8121082329999 3.53022273700003,-70.8004448839999 3.52882859900006,-70.80262784 4.52167999800002))),19NCE
MultiPolygon(((-69.899108452 0.904799413000035,-68.912278511 0.904910493000045,-68.912289275 -0.088482622999948,-69.89899815 -0.088471761999926,-69.899108452 0.904799413000035))),19NDA
MultiPolygon(((-69.899442686 1.80959424,-68.9122458959999 1.80981645300005,-68.9122805329999 0.816428070000029,-69.899087736 0.816327853000075,-69.899442686 1.80959424))),19NDB
MultiPolygon(((-69.899999801 2.71383714200005,-68.9121915329999 2.71417052700002,-68.912250071 1.72079184,-69.8993999099999 1.72058056400004,-69.899999801 2.71383714200005))),19NDC
MultiPolygon(((-69.900781152 3.61860907600004,-68.9121152879999 3.61905385700004,-68.912197814 2.62568983200003,-69.899935434 2.62536733,-69.900781152 3.61860907600004))),19NDD
MultiPolygon(((-69.901787438 4.52336271700005,-68.912017093 4.52391910600005,-68.9121237099999 3.53057468800006,-69.900694847 3.53014080800006,-69.901787438 4.52336271700005))),19NDE
MultiPolygon(((-69.9030190989999 5.42755080300003,-68.911896907 5.42821899800003,-68.91202773 4.43489909800007,-69.9016784299999 4.4343537,-69.9030190989999 5.42755080300003))),19NDF
MultiPolygon(((-69.000179757 0.904911560000073,-68.013361727 0.904776515000037,-68.013482762 -0.088469523999947,-69.000179735 -0.088482726999928,-69.000179757 0.904911560000073))),19NEA
MultiPolygon(((-69.000179824 1.80981858900003,-68.012994966 1.80954843400002,-68.013384459 0.816307194000046,-69.0001797529999 0.81642903300002,-69.000179824 1.80981858900003))),19NEB
MultiPolygon(((-69.0001799359999 2.71417373100007,-68.012383636 2.71376841900008,-68.013041905 1.72053701200002,-69.000179816 1.72079387,-69.0001799359999 2.71417373100007))),19NEC
MultiPolygon(((-69.0001800919999 3.61905813200002,-68.0115262479999 3.61851739,-68.012454267 2.62530085,-69.000179923 2.62569293100006,-69.0001800919999 3.61905813200002))),19NED
MultiPolygon(((-69.000180293 4.52392445300006,-68.010422036 4.52324802400005,-68.011620952 3.53005136900003,-69.000180074 3.53057885800007,-69.000180293 4.52392445300006))),19NEE
MultiPolygon(((-69.000180539 5.42822542,-68.009070516 5.42741306200003,-68.010541651 4.43424127200007,-69.000180271 4.43490433900007,-69.000180539 5.42822542))),19NEF
MultiPolygon(((-68.101251018 0.90479950200006,-67.11468945 0.904418497000052,-67.114920608 -0.088434518999975,-68.101361276 -0.088471770999945,-68.101251018 0.90479950200006))),19NFA
