MultiPolygon(((-72.264331837 -9.93967849699993,-71.264283969 -9.93000738899997,-71.2524369669999 -10.92094556,-72.255644795 -10.9316036129999,-72.264331837 -9.93967849699993))),18LZP
MultiPolygon(((-72.2714918 -9.03604806799996,-71.274048517 -9.02727104199994,-71.263276859 -10.018274268,-72.263593359 -10.0280330439999,-72.2714918 -9.03604806799996))),18LZQ
MultiPolygon(((-72.277939314 -8.13291027099996,-71.282841535 -8.12502254499998,-71.273130935 -9.11608500599993,-72.270818976 -9.12494979499996,-72.277939314 -8.13291027099996))),18LZR
MultiPolygon(((-77.700542771 -3.61448043499996,-76.712593296 -3.61689244799993,-76.71471539 -4.60978871799995,-77.7038860759999 -4.60671211599993,-77.700542771 -3.61448043499996))),18MTA
MultiPolygon(((-77.698204962 -2.7111489399999,-76.711109424 -2.71295713199993,-76.712762416 -3.70587433399993,-77.700809216 -3.70340282499996,-77.698204962 -2.7111489399999))),18MTB
MultiPolygon(((-77.69653612 -1.80726022499994,-76.710050166 -1.80846509099996,-76.711235817 -2.80139808199993,-77.698404092 -2.79953085499994,-77.69653612 -1.80726022499994))),18MTC
MultiPolygon(((-77.6955357959999 -0.903361497999924,-76.7094152349999 -0.90396360799997,-76.710135007 -1.89690721599993,-77.696669786 -1.89564338699995,-77.6955357959999 -0.903361497999924))),18MTD
MultiPolygon(((-77.6952027569999 0.0,-76.709203847 0.0,-76.7094589069999 -0.992949042999953,-77.6956046 -0.99228765099997,-77.6952027569999 0.0))),18MTE
MultiPolygon(((-77.71667166 -7.22918359399995,-76.72283084 -7.23402634599995,-76.726862457 -8.22678774199994,-77.723023261 -8.22127208099994,-77.71667166 -7.22918359399995))),18MTS
MultiPolygon(((-77.7116134669999 -6.32541959,-76.719620218 -6.32965182199996,-76.723168333 -7.32245455399993,-77.717203365 -7.31755198499997,-77.7116134669999 -6.32541959))),18MTT
MultiPolygon(((-77.7072448879999 -5.42216291499994,-76.716847333 -5.42578701899993,-76.719916674 -6.41862601099996,-77.71208052 -6.41433381099995,-77.7072448879999 -5.42216291499994))),18MTU
MultiPolygon(((-77.703555238 -4.51833415799996,-76.714505397 -4.52135149799994,-76.717099503 -5.51422168799996,-77.707642172 -5.51053816599995,-77.703555238 -4.51833415799996))),18MTV
MultiPolygon(((-76.8006162469999 -3.61672135199996,-75.812185569 -3.61815030099996,-75.813192423 -4.61139315399993,-76.802847271 -4.6095704799999,-76.8006162469999 -3.61672135199996))),18MUA
MultiPolygon(((-76.799056206 -2.71282886799997,-75.8114815279999 -2.71390009499993,-75.81226581 -3.70716321499998,-76.800794049 -3.70569901799996,-76.799056206 -2.71282886799997))),18MUB
MultiPolygon(((-76.797942575 -1.80837962399994,-75.810978951 -1.80909342199993,-75.811541497 -2.80237183099996,-76.7991890869999 -2.8012656299999,-76.797942575 -1.80837962399994))),18MUC
MultiPolygon(((-76.797275051 -0.903920896999978,-75.810677701 -0.904277604999947,-75.811019205 -1.89756629699997,-76.798031771 -1.89681756699997,-76.797275051 -0.903920896999978))),18MUD
MultiPolygon(((-76.7970528119999 0.0,-75.8105774059999 0.0,-75.810698421 -0.993293954999956,-76.7973209639999 -0.992902126999979,-76.7970528119999 0.0))),18MUE
MultiPolygon(((-76.811379292 -7.23368282399997,-75.8170429159999 -7.23655183299996,-75.818955785 -8.22966415699995,-76.8156178529999 -8.22639648599994,-76.811379292 -7.23368282399997))),18MUS
MultiPolygon(((-76.8080038689999 -6.32935160799997,-75.815519587 -6.3318589199999,-75.817203045 -7.32501123599997,-76.811734109 -7.32210678799993,-76.8080038689999 -6.32935160799997))),18MUT
MultiPolygon(((-76.805088649 -5.42552994299996,-75.814203952 -5.42767697699998,-75.815660244 -6.42086438299998,-76.808315541 -6.41832154299993,-76.805088649 -5.42552994299996))),18MUU
MultiPolygon(((-76.802626499 -4.52113746299995,-75.8130927889999 -4.52292502899996,-75.8143235969999 -5.51614263199997,-76.805353763 -5.51396039599996,-76.802626499 -4.52113746299995))),18MUV
MultiPolygon(((-75.900780616 -3.61806632699995,-74.91211534 -3.61851104099998,-74.912006376 -4.6118532899999,-75.9018972649999 -4.61128604099997,-75.900780616 -3.61806632699995))),18MVA
MultiPolygon(((-75.899999801 -2.71383714299998,-74.9121915329999 -2.71417052699996,-74.9121066559999 -3.70753285299998,-75.9008696069999 -3.70707716899994,-75.899999801 -2.71383714299998))),18MVB
MultiPolygon(((-75.899442419 -1.80905147399994,-74.9122459229999 -1.8092736199999,-74.912185043 -2.80265109199996,-75.900066309 -2.80230682299998,-75.899442419 -1.80905147399994))),18MVC
MultiPolygon(((-75.8991083179999 -0.90425664299994,-74.912278524 -0.904367655999977,-74.912241566 -1.89775531399994,-75.8994870619999 -1.89752229599998,-75.8991083179999 -0.90425664299994))),18MVD
MultiPolygon(((-75.898997086 0.0,-74.912289379 0.0,-74.9122762819999 -0.993392871999959,-75.899131298 -0.993270928999948,-75.898997086 0.0))),18MVE
MultiPolygon(((-75.906167645 -7.23638323099993,-74.911589668 -7.23727611899994,-74.911382653 -8.23048908599998,-75.908289108 -8.22947212599996,-75.906167645 -7.23638323099993))),18MVS
MultiPolygon(((-75.904478201 -6.33171157299995,-74.911754526 -6.33249189399993,-74.911572338 -7.32574446799993,-75.9063452359999 -7.32484055099997,-75.904478201 -6.33171157299995))),18MVT
MultiPolygon(((-75.9030190989999 -5.42755080299997,-74.911896907 -5.42821899799998,-74.911739304 -6.42150632599993,-75.904634197 -6.42071494899994,-75.9030190989999 -5.42755080299997))),18MVU
MultiPolygon(((-75.901786767 -4.52281998,-74.912017159 -4.52337630199997,-74.911883958 -5.5166935399999,-75.903151792 -5.51601438899996,-75.901786767 -4.52281998))),18MVV
MultiPolygon(((-75.0001800919999 -3.61851531499997,-74.011526836 -3.61797465399997,-74.01030152 -4.6111691099999,-75.000180315 -4.61185874099993,-75.0001800919999 -3.61851531499997))),18MWA
MultiPolygon(((-75.0001799359999 -2.71417373099996,-74.012383636 -2.71376841899996,-74.0114291849999 -3.70698323499994,-75.000180109 -3.70753723199994,-75.0001799359999 -2.71417373099996))),18MWB
MultiPolygon(((-75.000179824 -1.80927575499993,-74.01299526 -1.80900568099997,-74.012310656 -2.80223585599992,-75.000179949 -2.80265440099993,-75.000179824 -1.80927575499993))),18MWC
MultiPolygon(((-75.000179757 -0.904368722999948,-74.0133618739999 -0.904233757999975,-74.012946272 -1.89747426299994,-75.0001798329999 -1.89775755399995,-75.000179757 -0.904368722999948))),18MWD
MultiPolygon(((-75.000179735 0.0,-74.0134839309999 0.0,-74.013336658 -0.993245791999925,-75.000179762 -0.993394043999956,-75.000179735 0.0))),18MWE
MultiPolygon(((-75.000181169 -7.2372847,-74.005615571 -7.23619917199994,-74.00328766 -8.22926249199998,-75.000181593 -8.23049886,-75.000181169 -7.2372847))),18MWS
MultiPolygon(((-75.000180831 -6.33249939399997,-74.007469422 -6.33155071899995,-74.005420698 -7.32465421899997,-75.0001812039999 -7.32575315499997,-75.000180831 -6.33249939399997))),18MWT
MultiPolygon(((-75.000180539 -5.4282254199999,-74.009070516 -5.42741306199997,-74.007298245 -6.42055181599994,-75.000180862 -6.42151393199993,-75.000180539 -5.4282254199999))),18MWU
MultiPolygon(((-75.000180293 -4.52338164799994,-74.010422772 -4.5227053,-74.00892491 -5.51587439,-75.000180566 -5.51670006699993,-75.000180293 -4.52338164799994))),18MWV
MultiPolygon(((-74.0995795219999 -3.61806668599996,-73.1111851049999 -3.61654131799997,-73.1088449549999 -4.60934084,-74.098463319 -4.61128649899996,-74.0995795219999 -3.61806668599996))),18MXA
MultiPolygon(((-74.100360025 -2.71383741199998,-73.112821453 -2.71269390299994,-73.1109986069999 -3.70551454299994,-74.099490567 -3.70707753699998,-74.100360025 -2.71383741199998))),18MXB
MultiPolygon(((-74.100917184 -1.80905165299993,-73.113989555 -1.80828969199996,-73.112682072 -2.80112625899994,-74.100293544 -2.80230710099994,-74.100917184 -1.80905165299993))),18MXC
MultiPolygon(((-74.101251152 -0.904256731999965,-73.11468973 -0.903875955999979,-73.113895997 -1.89672323399998,-74.100872559 -1.89752248399998,-74.101251152 -0.904256731999965))),18MXD
MultiPolygon(((-74.10136234 0.0,-73.11492284 0.0,-73.1146415709999 -0.992852760999938,-74.101228181 -0.993271026999935,-74.10136234 0.0))),18MXE
MultiPolygon(((-74.0941946459999 -7.23638395099994,-73.099895612 -7.23332135699997,-73.095449736 -8.22598479199996,-74.092074031 -8.22947294699998,-74.0941946459999 -7.23638395099994))),18MXS
MultiPolygon(((-74.0958834149999 -6.33171220299994,-73.103436135 -6.32903571099996,-73.099523441 -7.32174085699995,-74.094017126 -7.3248412799999,-74.0958834149999 -6.33171220299994))),18MXT
MultiPolygon(((-74.097341934 -5.42755134199996,-73.106493945 -5.42525943699997,-73.103109218 -6.41800117,-74.095727481 -6.42071558699996,-74.097341934 -5.42755134199996))),18MXU
MultiPolygon(((-74.098573774 -4.52282042899998,-73.109076526 -4.52091224699996,-73.106215864 -5.51368545599996,-74.097209294 -5.51601493699997,-74.098573774 -4.52282042899998))),18MXV
MultiPolygon(((-73.199743756 -3.61672206899993,-72.211854294 -3.61421446499998,-72.208402873 -4.60637286199994,-73.197513178 -4.60957139399994,-73.199743756 -3.61672206899993))),18MYA
MultiPolygon(((-73.201303486 -2.71282940599997,-72.214267704 -2.71094955199993,-72.211579233 -3.70313029399995,-73.1995659899999 -3.70569975299998,-73.201303486 -2.71282940599997))),18MYB
MultiPolygon(((-73.2024168949999 -1.80837998199996,-72.215990513 -1.80712736499993,-72.214062134 -2.79932495699995,-73.201170631 -2.80126618499997,-73.2024168949999 -1.80837998199996))),18MYC
MultiPolygon(((-73.203084285 -0.90392107699995,-72.2170231869999 -0.903295103999938,-72.2158525259999 -1.89550402499998,-73.2023277169999 -1.89681794299997,-73.203084285 -0.90392107699995))),18MYD
MultiPolygon(((-73.20330648 0.0,-72.217366996 0.0,-72.216952158 -0.992214719999936,-73.2030383809999 -0.992902323999942,-73.20330648 0.0))),18MYE
MultiPolygon(((-73.18898286 -7.23368426399998,-72.195203841 -7.22864959,-72.1886468549999 -8.22066387699994,-73.184745146 -8.22639812599994,-73.18898286 -7.23368426399998))),18MYS
MultiPolygon(((-73.19235761 -6.32935286599997,-72.200425599 -6.32495290599996,-72.194654944 -7.31701138499994,-73.188628114 -7.32210824599997,-73.19235761 -6.32935286599997))),18MYT
MultiPolygon(((-73.1952722469999 -5.4255310199999,-72.204935446 -5.42176328799997,-72.1999434429999 -6.41386051499995,-73.192046 -6.41832282,-73.1952722469999 -5.4255310199999))),18MYU
MultiPolygon(((-73.1977339059999 -4.52113836099994,-72.20874441 -4.51800143899993,-72.204525314 -5.51013198699997,-73.195007187 -5.51396149199996,-73.1977339059999 -4.52113836099994))),18MYV
MultiPolygon(((-72.2998170079999 -3.61448151,-71.312678595 -3.61099416899998,-71.308119501 -4.60226527699996,-72.296474147 -4.60671348699998,-72.2998170079999 -3.61448151))),18MZA
MultiPolygon(((-72.302154506 -2.71114974599993,-71.315866558 -2.70853541799994,-71.312315256 -3.69983056399997,-72.2995505979999 -3.70340392599996,-72.302154506 -2.71114974599993))),18MZB
MultiPolygon(((-72.3038231259999 -1.80726076199994,-71.3181422869999 -1.80551873599995,-71.3155950129999 -2.79683200499994,-72.301955403 -2.79953168699996,-72.3038231259999 -1.80726076199994))),18MZC
MultiPolygon(((-72.3048233179999 -0.903361766999978,-71.3195063909999 -0.902491219999945,-71.3179600139999 -1.89381667299995,-72.303689479 -1.89564395,-72.3048233179999 -0.903361766999978))),18MZD
MultiPolygon(((-72.3051563129999 0.0,-71.319960543 0.0,-71.319412566 -0.991331687999946,-72.304754523 -0.992287945999976,-72.3051563129999 0.0))),18MZE
MultiPolygon(((-72.2836902609999 -7.22918575199998,-71.2906846549999 -7.22218406,-71.2820235199999 -8.21329997899994,-72.2773395039999 -8.22127453799993,-72.2836902609999 -7.22918575199998))),18MZS
MultiPolygon(((-72.288747782 -6.32542147499993,-71.2975821369999 -6.31930246,-71.289959613 -7.31046599599995,-72.283158627 -7.31755416899995,-72.288747782 -6.32542147499993))),18MZT
MultiPolygon(((-72.293115782 -5.42216452899993,-71.303539284 -5.41692474,-71.296945249 -6.40813000599996,-72.288280791 -6.41433572299997,-72.293115782 -5.42216452899993))),18MZU
MultiPolygon(((-72.2968049409999 -4.51833550299995,-71.308570646 -4.51397297299997,-71.302997531 -5.50521411099993,-72.29271855 -5.51053980699993,-72.2968049409999 -4.51833550299995))),18MZV
MultiPolygon(((-77.695536195 0.903903731000071,-76.709415489 0.90450620200005,-76.7092058699999 -0.088443093999956,-77.6952059449999 -0.088384188999953,-77.695536195 0.903903731000071))),18NTF
MultiPolygon(((-77.696536921 1.80780245300002,-76.7100506749999 1.80900768100003,-76.7093761199999 0.816063316000054,-77.6954741709999 0.815519763000054,-77.696536921 1.80780245300002))),18NTG
MultiPolygon(((-76.7972753179999 0.904463466000038,-75.8106778219999 0.904820388000076,-75.810578366 -0.08847381299995,-76.79705494 -0.088438915999973,-76.7972753179999 0.904463466000038))),18NUF
MultiPolygon(((-76.797943109 1.80892218800005,-75.8109791919999 1.8096362,-75.810659143 0.816346776000046,-76.797233929 0.816024760000062,-76.797943109 1.80892218800005))),18NUG
MultiPolygon(((-76.799056206 2.71282886800003,-75.8114815279999 2.71390009500004,-75.810940622 1.72062045900003,-76.797857644 1.71994159,-76.799056206 2.71282886800003))),18NUH
MultiPolygon(((-75.899108452 0.904799413000035,-74.912278511 0.904910493000045,-74.912289275 -0.088482622999948,-75.89899815 -0.088471761999926,-75.899108452 0.904799413000035))),18NVF
MultiPolygon(((-75.899442686 1.80959424,-74.9122458959999 1.80981645300005,-74.9122805329999 0.816428070000029,-75.899087736 0.816327853000075,-75.899442686 1.80959424))),18NVG
MultiPolygon(((-75.899999801 2.71383714200005,-74.9121915329999 2.71417052700002,-74.912250071 1.72079184,-75.8993999099999 1.72058056400004,-75.899999801 2.71383714200005))),18NVH
MultiPolygon(((-75.900781152 3.61860907600004,-74.9121152879999 3.61905385700004,-74.912197814 2.62568983200003,-75.899935434 2.62536733,-75.900781152 3.61860907600004))),18NVJ
MultiPolygon(((-75.000179757 0.904911560000073,-74.013361727 0.904776515000037,-74.013482762 -0.088469523999947,-75.000179735 -0.088482726999928,-75.000179757 0.904911560000073))),18NWF
MultiPolygon(((-75.000179824 1.80981858900003,-74.012994966 1.80954843400002,-74.013384459 0.816307194000046,-75.0001797529999 0.81642903300002,-75.000179824 1.80981858900003))),18NWG
MultiPolygon(((-75.0001799359999 2.71417373100007,-74.012383636 2.71376841900008,-74.013041905 1.72053701200002,-75.000179816 1.72079387,-75.0001799359999 2.71417373100007))),18NWH
MultiPolygon(((-75.0001800919999 3.61905813200002,-74.0115262479999 3.61851739,-74.012454267 2.62530085,-75.000179923 2.62569293100006,-75.0001800919999 3.61905813200002))),18NWJ
MultiPolygon(((-75.000180293 4.52392445300006,-74.010422036 4.52324802400005,-74.011620952 3.53005136900003,-75.000180074 3.53057885800007,-75.000180293 4.52392445300006))),18NWK
MultiPolygon(((-74.101251018 0.90479950200006,-73.11468945 0.904418497000052,-73.114920608 -0.088434518999975,-74.101361276 -0.088471770999945,-74.101251018 0.90479950200006))),18NXF
MultiPolygon(((-74.1009169169999 1.80959441900006,-73.1139889949999 1.80883222900007,-73.114732864 0.815984188000073,-74.1012717259999 0.816327934000071,-74.1009169169999 1.80959441900006))),18NXG
MultiPolygon(((-74.100360025 2.71383741200003,-73.112821453 2.71269390300006,-73.1140786409999 1.71985605800006,-74.1009596759999 1.72058073500006,-74.100360025 2.71383741200003))),18NXH
MultiPolygon(((-74.099578987 3.61860943500005,-73.1111839819999 3.61708383800004,-73.112956347 2.62426141100002,-74.100424366 2.62536759100004,-74.099578987 3.61860943500005))),18NXJ
MultiPolygon(((-74.098573103 4.52336316600002,-73.109075119 4.52145475400005,-73.11136485 3.52865295100003,-74.099665257 3.53014115800005,-74.098573103 4.52336316600002))),18NXK
MultiPolygon(((-73.203084018 0.904463645000021,-72.217022774 0.903837297000052,-72.217363705 -0.088377692999927,-73.203304353 -0.088438932999964,-73.203084018 0.904463645000021))),18NYF
MultiPolygon(((-73.202416361 1.80892254600008,-72.2159896869999 1.80766955300004,-72.217086805 0.815459826000051,-73.203125399 0.816024921000064,-73.202416361 1.80892254600008))),18NYG
MultiPolygon(((-73.201303486 2.71282940600003,-72.214267704 2.71094955200005,-72.216121903 1.71875060800005,-73.202501809 1.71994193,-73.201303486 2.71282940600003))),18NYH
MultiPolygon(((-73.1997426849999 3.61726461600006,-72.2118526369999 3.61475663500005,-72.214466655 2.62257400200002,-73.201432063 2.62439249,-73.1997426849999 3.61726461600006))),18NYJ
MultiPolygon(((-73.197732565 4.52168089500003,-72.208742335 4.51854359500004,-72.2121193959999 3.52638278400002,-73.199915085 3.52882929900005,-73.197732565 4.52168089500003))),18NYK
MultiPolygon(((-72.304822918 0.903903999000022,-71.319505846 0.903032930000052,-71.319956196 -0.088299047999953,-72.3051531249999 -0.088384214999962,-72.304822918 0.903903999000022))),18NZF
MultiPolygon(((-72.303822326 1.80780299,-71.3181411959999 1.80606044100006,-71.3195904259999 0.814734121000072,-72.304884935 0.815520005000053,-72.303822326 1.80780299))),18NZG
MultiPolygon(((-72.302154506 2.71114974600005,-71.315866558 2.70853541800005,-71.318315846 1.71722069500004,-72.303950384 1.71887747700004,-72.302154506 2.71114974600005))),18NZH
MultiPolygon(((-72.299815403 3.61502372100006,-71.312676406 3.61153585500006,-71.316129361 2.62023867500005,-72.3023472 2.62276766100007,-72.299815403 3.61502372100006))),18NZJ
